Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
230,382,86940,227.591623037,22.459312839,129.379743406,129.170157068,68.950147704,21.123292001,11.890925919,86.649328431,0.630413223,0.821154694,24.049130253,349.507853403,289.342931937,87.288502344,13.90639659,28741.353403141,130.023560209,0.00081743,-0.461274198
231,384,87881,228.856770833,22.70240248,129.957781951,130.049479167,68.981242202,21.034650826,11.993073431,86.346545584,0.631575848,0.822220507,24.001971969,347.7109375,288.033854167,89.376992783,14.016764598,29024.463541667,130.703125,-0.007872627,-0.465865356
232,395,86823,219.805063291,22.429088091,129.957816498,130.615189873,66.426298368,20.940437852,11.774519335,86.462049696,0.646955871,0.828176006,23.743620501,349.918987342,288.050632911,87.171003948,13.639725306,27798.888607595,130.617721519,-0.008202172,-0.446711848
233,410,86204,210.253658537,22.26918109,130.376612668,130.341463415,64.058848688,20.409469031,11.411566127,86.394896855,0.654674389,0.828249419,23.043036074,354.426829268,284.056097561,88.431904326,13.253488885,26626.663414634,131.046341463,-0.014684095,-0.433575037
234,386,86124,223.119170984,22.248514596,130.440217547,130.699481865,67.16056657,20.996943121,11.769494419,86.692380995,0.638364147,0.822956989,23.823140159,352.74611399,283.556994819,88.21321797,13.74517245,28312.507772021,131.147668394,0.00122649,-0.453463332
235,378,84724,224.137566138,21.886850943,130.497058626,130.298941799,67.244492488,20.94164231,11.860310616,83.685308767,0.638045115,0.821709053,23.762543025,354.775132275,289.502645503,86.329807596,13.84249355,28467.018518519,131.208994709,-0.010362075,-0.403663768
236,381,84597,222.039370079,21.854042883,130.041427352,129.758530184,67.2496875,20.913475604,11.793768396,85.88751712,0.632870295,0.823761356,23.718478861,353.732283465,295.818897638,87.414055112,13.698943104,28080.855643045,130.650918635,-0.000390425,-0.41308346
237,376,86585,230.279255319,22.36760527,130.851255417,130.449468085,69.34052567,21.435357084,11.903347823,86.074556194,0.635039691,0.821855508,24.305176581,351.79787234,290.324468085,89.912095648,13.905650556,29258.997340426,131.534574468,-0.007355279,-0.410101328
238,385,85481,222.028571429,22.082407647,130.095105496,129.428571429,66.752262866,20.958237561,11.784344918,85.709487001,0.647724613,0.825683871,23.80567478,350.683116883,289.587012987,87.92370831,13.711511549,28144.836363636,130.750649351,-0.012241431,-0.420852058
239,376,86673,230.513297872,22.390338414,129.238787367,129.271276596,68.36089732,21.637158325,12.082491794,87.794723954,0.644513391,0.828830247,24.512190559,348.135638298,291.787234043,87.306897352,14.021837157,29115.332446809,129.928191489,-0.025661124,-0.444361694
240,371,87332,235.396226415,22.560578662,129.708931792,129.84097035,70.703657443,21.632205939,12.228783987,86.441470968,0.630776097,0.820576935,24.711832994,352.018867925,289.681940701,85.215648035,14.310423472,29828.196765499,130.4393531,-0.027583405,-0.440825846
241,382,85588,224.052356021,22.110049083,129.38782693,129.769633508,67.434153569,21.398492516,11.824540239,88.611097933,0.639741915,0.826420273,24.193853559,352.068062827,285.573298429,88.62797135,13.748448006,28270.230366492,130.041884817,-0.020941453,-0.458524466
242,366,85859,234.587431694,22.180056833,129.104247963,128.475409836,69.407683419,21.44179645,12.170063253,88.436289995,0.650563499,0.830425227,24.358042885,354.745901639,280.546448087,87.315062124,14.162184354,29651.31147541,129.666666667,-0.001753173,-0.473784478
243,384,87616,228.166666667,22.633944717,129.743719995,130.106770833,68.144686095,21.077630576,11.902922311,88.37761719,0.656381035,0.827783979,23.950228546,350.317708333,281.3671875,88.603165042,13.859417429,28742.848958333,130.325520833,-0.021424394,-0.504361437
244,386,85706,222.03626943,22.140532162,129.424719084,128.810880829,67.1616528,20.967145975,11.853668471,90.958888026,0.649083363,0.827833247,23.749716048,349.191709845,279.834196891,87.654951212,13.794607904,28001.474093264,129.893782383,0.015152576,-0.427073036
245,381,88406,232.036745407,22.83802635,128.968382708,128.763779528,69.595235664,21.382510469,12.085010815,87.967448111,0.641724941,0.826705917,24.36959549,343.333333333,276.734908136,88.667166571,14.082567349,29187.144356955,129.57480315,-0.007045783,-0.501291245
246,372,88089,236.798387097,22.756135366,129.643375294,129.327956989,71.111448701,21.690046285,12.112691774,86.596172436,0.627347685,0.81951937,24.821181614,354.327956989,282.774193548,86.359167631,14.23690642,29879.311827957,130.252688172,0.012653486,-0.444751372
247,367,88804,241.972752044,22.94084216,129.549317945,129.83106267,71.951028533,22.068796082,12.277187397,86.819508877,0.630894501,0.82262812,25.11368994,352.057220708,279.749318801,89.535070318,14.409410809,30589.59400545,130.250681199,0.008628744,-0.446206383
248,366,88757,242.505464481,22.928700594,129.900023497,129.387978142,71.507522536,21.913718218,12.226290874,86.193764654,0.634964006,0.82412723,24.94443363,355.322404372,287.571038251,87.039080703,14.328194456,30717.051912568,130.409836066,0.024120203,-0.437783703
249,351,88543,252.259259259,22.873417722,128.776371491,128.823361823,74.78762643,22.731022685,12.488353234,86.674923169,0.615411286,0.821120393,25.981153041,352.239316239,281.700854701,87.151144356,14.690547889,31746.264957265,129.438746439,0.001174999,-0.418198677
250,358,90208,251.977653631,23.303539137,129.355890583,128.226256983,74.019315054,22.569004612,12.544777074,85.809591645,0.621296336,0.821390365,25.673826304,351.530726257,288.790502793,86.753204106,14.719603019,31778.983240223,129.972067039,-0.002568848,-0.436381736
251,362,89771,247.986187845,23.190648411,129.153507654,128.397790055,72.740760569,22.18722611,12.440939457,87.733762804,0.629612304,0.824027863,25.231296662,356.395027624,286.709944751,86.774992886,14.634635214,31254.395027624,129.577348066,0.018650577,-0.477963375
252,376,89831,238.912234043,23.206148282,129.297837156,129.127659574,70.341033208,21.820180599,12.161393941,89.269488352,0.637040072,0.827278524,24.719915252,353.619680851,285.430851064,86.617025955,14.222579824,30114.79787234,129.779255319,0.006294766,-0.426699925
253,383,87814,229.279373368,22.685094291,129.450936738,128.041775457,68.318681027,21.321737505,11.928846074,87.614572173,0.637605336,0.825215493,24.057742303,357.496083551,286.872062663,89.288607163,13.91518706,28858.060052219,129.806788512,0.078286507,-0.414615935
254,361,91166,252.537396122,23.551020408,129.928484803,128.534626039,73.364186123,22.42953893,12.476772949,85.635035118,0.631044737,0.823909131,25.415283531,356.227146814,283.326869806,85.258211112,14.610421076,32016.074792244,130.301939058,0.044577296,-0.402621714
255,366,89915,245.669398907,23.227848101,129.004659371,127.953551913,71.894080722,22.251208768,12.394202755,87.520539864,0.634625421,0.825445064,25.162164497,358.844262295,280.956284153,88.717323387,14.537168232,30959.142076503,129.401639344,0.027604832,-0.456570572
256,367,88555,241.294277929,22.876517696,129.1875327,129.068119891,71.313227183,22.091052218,12.196013659,88.027547902,0.632780751,0.823901267,24.948799748,356.237057221,278.803814714,86.672763141,14.2657474,30374.923705722,129.705722071,-0.001607425,-0.437569822
257,367,90355,246.198910082,23.341513821,129.563032935,128.752043597,71.998346007,22.368472635,12.245971868,88.506086146,0.62891208,0.824036117,25.312998509,352.245231608,278.171662125,88.636527048,14.32030379,31076.297002725,130.073569482,0.01586832,-0.441008961
258,364,87726,241.005494505,22.662361147,129.092720598,128.892857143,71.036754414,21.992630683,12.244247359,87.469624752,0.634175496,0.826988377,24.950098424,360.802197802,275.843406593,87.211250705,14.237165623,30350.214285714,129.736263736,0.0141896,-0.454938779
259,375,91432,243.818666667,23.619736502,128.904970825,128.744,71.792268445,22.466835237,12.219112855,88.168184067,0.623292404,0.825535045,25.30346115,352.938666667,276.794666667,86.342632325,14.215464046,30653.493333333,129.36,0.044874923,-0.424919372
260,384,92951,242.059895833,24.012141565,129.466149787,129.5078125,70.472433209,22.3519105,12.256396877,86.702249433,0.63873222,0.829142618,25.00860865,353.223958333,272.484375,91.186103446,14.187747845,30493.807291667,130.03125,0.015003554,-0.447598388
261,376,93111,247.635638298,24.053474554,129.410794116,128.590425532,71.793493005,22.81202595,12.315143787,87.952783808,0.635167401,0.829374476,25.539354067,357.359042553,276.125,87.229743084,14.333425829,31250.135638298,129.867021277,0.031300726,-0.387723672
262,374,92214,246.561497326,23.821751485,129.312999501,128.176470588,71.962056637,22.745346542,12.404781787,89.493052897,0.623080069,0.826485817,25.622161743,356.64973262,279.323529412,88.883452768,14.443164309,31128.07486631,129.826203209,0.034031172,-0.411753135
263,376,92559,246.167553191,23.910875743,129.3793045,128.199468085,71.708627267,22.611001762,12.337443586,90.611426345,0.627489711,0.825160522,25.458385579,355.281914894,272.194148936,88.928318252,14.34224861,31034.77393617,129.989361702,0.014957972,-0.451878483
264,383,91954,240.088772846,23.754585378,129.684099402,128.25848564,69.368045638,22.050255624,12.182833154,88.522210508,0.64369803,0.832894614,24.743602201,359.295039164,279.82767624,87.110269573,14.048382861,30315.143603133,130.044386423,0.066200322,-0.430477668
265,390,90647,232.428205128,23.416946525,129.424235613,128.435897436,68.095772357,21.523696173,12.166895959,88.643001516,0.648536829,0.832709349,24.287789719,359.769230769,274.879487179,89.755757988,14.031231756,29210.043589744,129.997435897,0.045048295,-0.435569138
266,380,92238,242.731578947,23.827951434,129.707165889,129.028947368,70.211036808,22.008825123,12.383010686,90.06887882,0.640305765,0.830693505,24.862975365,357.152631579,277.063157895,89.317017091,14.345254488,30642.465789474,130.197368421,0.045564751,-0.440566417
267,381,93738,246.031496063,24.215448205,129.86288318,129.162729659,71.22085925,22.211162359,12.433459311,89.268686347,0.638832709,0.828493598,25.212983179,352.015748031,277.871391076,90.040266464,14.489411014,31005.270341207,130.265091864,0.051147519,-0.464048087
268,381,91961,241.367454068,23.756393697,129.247991407,129.472440945,70.435368035,22.034908775,12.336076957,90.500124305,0.640757766,0.827512423,24.863918651,353.637795276,282.658792651,90.401550308,14.375365565,30305.280839895,129.737532808,0.060046451,-0.472155881
269,385,92184,239.438961039,23.81400155,128.766681245,128.454545455,70.131626922,21.794842768,12.440375132,91.887988725,0.643318385,0.828585963,24.628183605,347.384415584,275.755844156,91.237217946,14.430949611,30005.932467532,129.290909091,0.038230354,-0.44271423
270,374,94084,251.561497326,24.304830793,129.261707469,128.334224599,72.894096596,22.597971655,12.604329028,92.066056642,0.63067795,0.823353681,25.596327727,347.989304813,273.794117647,91.711549944,14.738712679,31672.21657754,129.879679144,0.016233042,-0.472358379
271,365,92296,252.865753425,23.842934642,129.702587598,129.109589041,73.680131013,22.633167569,12.586752942,88.46161279,0.625200115,0.821761003,25.718841873,350.408219178,279.901369863,89.218334978,14.751008919,32000.432876712,130.260273973,0.030280437,-0.463037693
272,383,90368,235.947780679,23.344872126,129.382350274,128.767624021,69.560615789,21.846245149,12.063662033,89.726142105,0.637712661,0.822813512,24.733470413,350.08616188,275.88772846,88.354201024,14.08384014,29664.342036554,129.971279373,0.031660678,-0.468195588
273,364,90753,249.321428571,23.444329631,129.093499047,128.25,72.937036603,22.430118381,12.461274657,87.590630014,0.63663485,0.826558801,25.359421642,347.697802198,276.914835165,87.679577488,14.593166232,31427.027472527,129.571428571,0.038999997,-0.466319242
274,376,92123,245.007978723,23.798243348,129.976097127,129.343085106,71.22721164,22.043698625,12.344716015,88.295330893,0.635987512,0.824572917,25.054442124,354.625,276.316489362,88.443304723,14.39070586,31004.941489362,130.388297872,0.046582907,-0.460160733
275,382,92069,241.018324607,23.784293464,129.326843142,129.356020942,69.689220731,22.000388262,12.329309115,89.937198468,0.646739502,0.831142621,24.933393629,351.767015707,278.848167539,89.478597245,14.255662699,30396.806282723,129.942408377,0.003696838,-0.431051436
276,382,91666,239.963350785,23.680185998,129.664317166,129.348167539,70.270545575,21.714897978,12.316933346,89.913128257,0.641414916,0.825688391,24.672064223,351.089005236,275.568062827,90.479474118,14.350628118,30306.243455497,130.264397906,-0.003239853,-0.46160482
277,382,91407,239.285340314,23.613278223,129.477505609,128.992146597,69.484115194,21.666770985,12.333258578,86.705418546,0.650030227,0.828046104,24.503200149,349.704188482,278.356020942,88.355836823,14.366984632,30136.607329843,130.023560209,0.01099841,-0.430635758
278,378,91235,241.362433862,23.56884526,129.832911375,129.801587302,70.5513741,21.807813609,12.392802452,91.035928191,0.634296278,0.821198427,24.799356979,348.989417989,281.571428571,89.220705961,14.527374273,30509.058201058,130.481481481,0.028557973,-0.398270522
279,387,89570,231.447028424,23.138723844,129.928773175,129.617571059,68.220976499,21.486873325,12.130158261,86.614140505,0.63958642,0.824894985,24.336669849,352.669250646,274.224806202,87.252118065,14.071414068,29230.943152455,130.552971576,0.004042959,-0.390795715
280,377,91646,243.092838196,23.675019375,129.518713852,128.938992042,71.128842791,21.918579568,12.535279841,89.950401404,0.635628241,0.824269868,24.987647143,347.684350133,275.076923077,89.528276044,14.584927488,30692.090185676,130.137931034,-0.00605169,-0.428673236
281,383,91457,238.791122715,23.626194782,129.40434289,129.966057441,69.459108778,21.652298861,12.361220624,88.931004437,0.648984987,0.830810657,24.546331732,344.892950392,271.992167102,87.804664423,14.314945903,30113.890339426,130.070496084,-0.035168604,-0.413999481
282,372,90846,244.209677419,23.46835443,129.913000045,128.607526882,71.488352445,21.929722776,12.417669574,86.899596908,0.642217647,0.827691236,24.841721142,347.094086022,275.319892473,86.680700676,14.520942698,30866.422043011,130.521505376,0.001223965,-0.40163112
283,362,90351,249.58839779,23.340480496,129.203944928,129.243093923,72.779731851,22.306975366,12.694350409,87.909751446,0.634046643,0.824781893,25.334542336,349.629834254,280.665745856,87.824062558,14.863048874,31564.41160221,129.88121547,-0.011445496,-0.408948509
284,379,89751,236.810026385,23.185481788,129.319153698,129.197889182,69.24896666,21.796459531,12.185163732,86.106723503,0.644752303,0.826235524,24.648531881,356.64116095,273.926121372,88.222450888,14.185397458,29852.506596306,129.870712401,0.006156562,-0.411117947
285,371,91580,246.846361186,23.657969517,130.117642652,129.547169811,71.810106013,22.248657752,12.424330116,84.149289063,0.634852695,0.824959316,25.233862748,357.663072776,272.41509434,86.123561533,14.54160764,31323.355795148,130.711590296,0.017788277,-0.43174124
286,375,89210,237.893333333,23.045724619,129.548679362,128.906666667,69.839074196,21.757593043,12.181175977,85.291059272,0.643214502,0.826778645,24.558793255,358.357333333,277.24,86.3401025,14.242718423,30046.245333333,130.232,-0.00549522,-0.398162359
287,372,91194,245.14516129,23.558253681,129.866467794,127.540322581,71.748597612,22.019875584,12.365374227,84.450484178,0.639166498,0.824229623,24.998859594,358.510752688,274.537634409,83.572706217,14.494912936,31022.938172043,130.341397849,0.049797699,-0.377150345
288,380,88779,233.628947368,22.93438388,130.085005288,129.828947368,68.643636144,21.531407153,12.040206967,86.08150676,0.649934695,0.829426757,24.279293372,356.205263158,277.657894737,85.90064228,14.064832451,29650.210526316,130.576315789,0.018705117,-0.414735406
289,383,88971,232.300261097,22.983983467,130.052658659,128.177545692,68.083802818,21.424409871,12.11704333,85.548956785,0.65219167,0.830416812,24.135661577,357.292428198,275.389033943,86.098679488,14.10347924,29466.770234987,130.347258486,0.049761139,-0.457406851
290,388,88112,227.092783505,22.762076983,129.591170203,129.195876289,67.37118651,21.207095251,11.966152267,85.070213337,0.644280426,0.827575359,23.834380163,359.518041237,274.680412371,86.675044758,13.938289386,28664.402061856,130.134020619,0.031381814,-0.355272693
291,383,89027,232.446475196,22.998450013,130.352974974,130.237597911,68.641889657,21.472124488,11.999558349,85.617791036,0.636342393,0.822127153,24.177119597,359.647519582,273.462140992,88.606183753,14.021728773,29457.483028721,130.934725849,0.018584801,-0.430784677
292,374,88674,237.096256684,22.907259106,130.585936113,129.705882353,69.692711537,21.840992427,12.152664755,84.387516986,0.637941394,0.823429693,24.608282852,352.914438503,280.655080214,85.827507785,14.13801778,30115.470588235,131.016042781,0.028713242,-0.423088298
293,370,87037,235.235135135,22.484370964,129.31516039,129.108108108,69.712237626,21.891137878,12.169457129,84.743232728,0.633301811,0.82397944,24.783164736,356.383783784,282.610810811,85.969943732,14.189508729,29739.116216216,129.967567568,-0.023530217,-0.45136225
294,379,87818,231.709762533,22.686127616,129.833309224,129.89182058,67.954333499,21.464778417,12.172779027,85.999264433,0.651717007,0.832862984,24.226603587,355.060686016,279.725593668,88.43814055,14.064683902,29338.094986807,130.411609499,-0.016595709,-0.4066778
295,384,86725,225.846354167,22.403771635,129.616223613,128.723958333,66.406247333,21.089873878,12.122331366,86.73160035,0.659319739,0.83406726,23.785931272,356.106770833,280.177083333,85.857208499,13.942463088,28504.973958333,130.114583333,0.01304325,-0.459155342
296,380,86100,226.578947368,22.242314647,129.667339606,130.071052632,67.202022299,21.191788671,12.101094673,85.411121394,0.645910103,0.831492027,23.925171058,356.981578947,273.8,85.329658791,13.930064304,28599.642105263,130.331578947,0.008250308,-0.382527968
297,384,86220,224.53125,22.273314389,130.318119188,129.6484375,66.592457088,21.07968088,11.951453842,86.688216164,0.644367353,0.827920057,23.765525789,353.158854167,276.75,87.769806687,13.811669171,28390.6171875,130.859375,0.031305313,-0.377067495
298,371,87911,236.956873315,22.710152415,129.010228859,128.773584906,69.386405351,21.774490279,12.334777189,86.047344594,0.644367068,0.829781535,24.631867774,350.962264151,276.458221024,87.215508838,14.29297664,29813.773584906,129.587601078,-0.021448349,-0.467659819
299,369,89559,242.707317073,23.135882201,129.137557156,128.173441734,70.941510286,22.05521489,12.354871675,85.070558526,0.637259246,0.826344506,24.977644655,357.384823848,274.807588076,86.156091494,14.326436979,30615.910569106,129.680216802,-0.003422771,-0.451826141
300,369,89966,243.810298103,23.241022991,129.568992532,129.642276423,70.491579826,22.044070977,12.348923359,86.930253502,0.63961656,0.82602503,24.938466909,357.726287263,274.829268293,83.76768092,14.315931957,30764.12195122,130.130081301,0.01258697,-0.420936525
301,364,90374,248.28021978,23.346422113,129.031646603,128.917582418,72.782866881,22.518405113,12.444321279,86.67631174,0.627485195,0.823524881,25.497561144,358.923076923,278.81043956,85.346515001,14.499710238,31304.173076923,129.697802198,0.003901568,-0.414614204
302,362,90691,250.527624309,23.428313097,129.325125594,128.414364641,72.753975671,22.557324877,12.540552181,87.064602428,0.632065679,0.821737949,25.584043669,359.44198895,277.5,87.743441287,14.643417888,31534.074585635,129.878453039,0.016665423,-0.43179855
303,364,89699,246.425824176,23.172048566,129.188022928,129.203296703,71.566770802,22.331656867,12.5030915,87.262313928,0.63388011,0.825413242,25.233548986,358.571428571,277.917582418,87.656246827,14.515150726,31040.164835165,129.824175824,-0.009042528,-0.441841841
304,354,90146,254.649717514,23.287522604,128.488871968,127.850282486,73.459858264,22.855447201,12.711987336,89.819588625,0.629328925,0.826260782,25.855980163,356.378531073,282.703389831,87.741012399,14.760301274,32031.734463277,129.15819209,-0.019525771,-0.46578994
305,372,89667,241.040322581,23.163781968,128.284934444,127.766129032,70.413334552,21.958014025,12.445720373,87.127583939,0.632224362,0.824639025,24.844857077,357.387096774,284.357526882,87.27009823,14.492569074,30238.306451613,128.809139785,0.00606634,-0.442803031
306,362,91291,252.185082873,23.583311806,128.621706272,127.55801105,72.954258882,22.496835806,12.747636637,88.266729102,0.62891163,0.825631175,25.509583654,355.301104972,283.635359116,89.068187295,14.837025206,31680.936464088,129.069060773,0.038298449,-0.433138307
307,358,90404,252.525139665,23.354172049,128.706148563,128.237430168,73.291702894,22.724808638,12.605897577,87.398133723,0.631569298,0.825826405,25.719205413,353.913407821,283.38547486,87.711916951,14.741505588,31690.754189944,129.234636872,0.004946632,-0.44429105
308,357,92124,258.050420168,23.798501679,129.231794042,128.792717087,74.480530464,22.992056226,12.545113303,87.613424348,0.628892102,0.824786633,26.103787457,354.173669468,280.672268908,87.691652454,14.725617075,32492.478991597,129.736694678,0.011212431,-0.483506642
309,367,92338,251.602179837,23.853784552,129.528832064,128.307901907,72.348574703,22.7630699,12.350615826,86.909936823,0.632710712,0.824971756,25.671673533,357.449591281,280.91280654,89.367052026,14.440900809,31657.882833787,130.141689373,0.001476658,-0.47775442
310,373,91583,245.530831099,23.65874451,129.451013315,128.731903485,70.99756948,22.45399987,12.301950177,88.121467036,0.63151198,0.824741177,25.22746594,357.81233244,282.756032172,87.880176515,14.328903483,30940.45844504,129.973190349,0.048029437,-0.452248365
311,371,92637,249.69541779,23.931025575,129.522973279,130.021563342,72.009698467,22.939182753,12.370174878,85.212217003,0.634413274,0.825506156,25.735345288,354.35309973,283.283018868,88.217644377,14.422772386,31525.530997305,130.129380054,0.03270292,-0.440466318
312,373,91953,246.522788204,23.754327047,129.303834542,129.36461126,71.613067599,22.783617271,12.360051604,87.158896814,0.628037057,0.82132995,25.636585459,354.386058981,283.611260054,84.683629223,14.476324064,31019.841823056,129.951742627,0.0095325,-0.464032813
313,367,91769,250.051771117,23.70679411,129.020176651,129.656675749,71.919539704,22.71235565,12.520568943,88.494290822,0.635535611,0.826243407,25.572913701,354.708446866,283.836512262,87.667723814,14.694313449,31503.463215259,129.662125341,0.039338451,-0.419951886
314,372,91706,246.521505376,23.690519246,129.263138392,129.338709677,71.593038497,22.537607925,12.484506766,86.80863414,0.629121358,0.824500873,25.440867342,357.629032258,283.72311828,87.670111192,14.563096573,31098.072580645,130.029569892,0.010547438,-0.463665196
315,374,91540,244.759358289,23.64763627,129.300008233,130.604278075,70.965745954,22.143711369,12.419050987,87.201274316,0.635824942,0.824890385,25.042285402,350.462566845,285.368983957,85.691659774,14.461183716,30824.090909091,129.983957219,0.005527102,-0.456575969
316,367,90526,246.664850136,23.385688453,128.835063113,128.997275204,71.935794589,22.253353128,12.527399936,86.538983995,0.632573325,0.824455607,25.248060738,359.950953678,281.613079019,85.542779968,14.592959454,31124.948228883,129.397820163,0.052854879,-0.469104109
317,372,89627,240.932795699,23.153448721,128.879403617,128.666666667,70.709975161,21.929872169,12.385548398,85.542496801,0.64134558,0.828155554,24.885409778,355.956989247,285.693548387,84.498643579,14.390273783,30391.174731183,129.494623656,0.009190209,-0.46534778
318,376,90968,241.936170213,23.499870834,128.719904981,129.45212766,70.050748252,21.958449247,12.422302012,87.576830386,0.648774608,0.831532707,24.793704591,359.77393617,284.537234043,87.338731615,14.361977384,30416.622340426,129.425531915,0.008946209,-0.457194048
319,375,90218,240.581333333,23.306122449,128.965096436,128.512,70.048341291,21.72677199,12.459403519,85.326076083,0.649222147,0.829490076,24.649666932,356.944,289.301333333,85.464760281,14.466695656,30270.973333333,129.557333333,0.01120271,-0.421969937
320,374,89920,240.427807487,23.229139757,129.313237501,129.526737968,69.8227126,21.627392377,12.452168517,88.058052385,0.646179012,0.827964983,24.521872453,360.49197861,282.112299465,88.156948026,14.470750401,30338.192513369,129.954545455,0.008543471,-0.454747646
321,370,90937,245.775675676,23.491862568,129.278312642,130.313513514,70.560793155,21.826301196,12.612990905,86.884039958,0.651475733,0.830768636,24.701625555,359.183783784,285.378378378,87.693739077,14.59682446,31048.248648649,129.913513514,-0.013640584,-0.457690537
322,363,89419,246.333333333,23.099715836,128.996044338,129.650137741,71.739975703,22.144736561,12.654282323,85.356948912,0.637102134,0.825177901,25.217377907,355.782369146,283.071625344,86.021106233,14.744292605,31082.922865014,129.763085399,-0.01034978,-0.420427239
323,370,88695,239.716216216,22.912684061,129.241611831,129.702702703,70.388972406,21.645242444,12.522162422,86.922247131,0.645846225,0.828621608,24.616963126,355.510810811,280.648648649,87.041118677,14.526620724,30295.635135135,129.881081081,0.006748592,-0.450290981
324,374,90009,240.665775401,23.252131232,128.839331275,129.160427807,70.624379214,21.801731863,12.621669173,86.738497594,0.643350161,0.828961082,24.878414422,357.114973262,278.743315508,85.614031936,14.620078941,30316.558823529,129.49197861,-0.018930264,-0.465597584
325,375,89571,238.856,23.138982175,129.369470194,129.68,70.194596489,21.594593769,12.449950287,86.21615782,0.645346813,0.828308461,24.591475836,349.837333333,281.805333333,86.403604838,14.494464601,30175.029333333,129.933333333,0.029472484,-0.439169866
326,383,89797,234.45691906,23.197365022,129.557529918,130.039164491,68.885547065,21.290312365,12.215725733,83.963542382,0.649479984,0.82699997,24.21327876,350.945169713,278.261096606,84.064373118,14.214398625,29649.17232376,130.070496084,0.018229147,-0.470321965
327,384,89340,232.65625,23.079307672,129.730682532,129.5625,68.540537899,21.088154479,12.230997116,83.732167788,0.645340157,0.826571853,24.067139164,356.830729167,279.088541667,82.632042902,14.176530183,29437.385416667,130.234375,0.029163764,-0.47452699
328,378,87814,232.312169312,22.685094291,129.245490483,129.793650794,68.606153137,21.119317669,12.22468904,85.74123614,0.651791347,0.830943959,24.057434333,360.267195767,273.473544974,85.140398996,14.146233774,29239.661375661,129.851851852,0.005776186,-0.469095295
329,382,87831,229.92408377,22.689485921,129.097016839,129.803664921,67.723464491,21.168661518,12.134836919,84.000905246,0.656092498,0.832282592,23.919589211,353.583769634,271.002617801,86.304301175,14.025963213,28983.583769634,129.654450262,0.015668209,-0.488837331
330,387,88571,228.865633075,22.880650995,129.870158883,129.19379845,67.293207028,20.866294085,12.120343526,80.675393986,0.659785224,0.832604611,23.647359565,357.012919897,277.989664083,82.481111634,13.993751167,28960.881136951,130.397932817,0.032443781,-0.41668356
331,386,89386,231.569948187,23.091190907,129.497246876,130.018134715,68.091036742,21.138614178,12.042746409,81.41170263,0.648914167,0.828332833,23.961621517,355.580310881,272.352331606,83.354087715,13.970646552,29188.458549223,130.088082902,0.030705756,-0.424682647
332,378,89519,236.822751323,23.125548954,129.86673238,129.915343915,69.690250692,21.809318795,12.25025336,81.220953123,0.643319051,0.827391117,24.774694063,353.703703704,276.365079365,81.547255107,14.24519039,29973.002645503,130.465608466,0.022419182,-0.432162917
333,371,89469,241.156334232,23.112632395,129.866824991,130.247978437,70.286469591,21.860557699,12.360230585,81.9349714,0.641159392,0.829392736,24.845300231,355.107816712,275.765498652,83.057738502,14.30951758,30555.442048518,130.571428571,0.007386913,-0.413897104
334,371,88247,237.862533693,22.796951692,129.563426283,129.361185984,70.22649738,21.851297735,12.165765625,82.830757841,0.634445369,0.820627677,24.95220783,355.552560647,277.867924528,86.13733415,14.217844301,30080.102425876,130.204851752,-0.013862105,-0.470219739
335,369,89036,241.2899729,23.000774994,129.208940956,129.772357724,71.090275834,21.846260152,12.38300833,82.641378528,0.635149091,0.823388604,24.935064826,361.276422764,278.12195122,84.76396811,14.466216439,30445.758807588,129.907859079,-0.019647772,-0.442358044
336,375,91684,244.490666667,23.68483596,129.972520894,130.098666667,71.403980245,21.855743448,12.280319649,84.997684434,0.638554021,0.820109526,24.889612441,358.957333333,274.336,84.196699341,14.41970001,30902.28,130.573333333,0.015079967,-0.45213671
337,373,90877,243.638069705,23.476362697,129.465188709,129.849865952,71.323365646,22.056449943,12.242678012,84.952272544,0.639450183,0.825329329,25.043777768,360.579088472,280.404825737,87.961723234,14.210167619,30727.069705094,130.096514745,0.018684465,-0.472617707
338,382,91579,239.735602094,23.657711186,129.889095686,129.866492147,70.686536811,21.727082235,12.144050449,84.728567145,0.633732814,0.817943254,24.700043967,356.863874346,276.670157068,86.55994797,14.240176668,30216.057591623,130.581151832,0.010917167,-0.420291298
339,376,91208,242.574468085,23.561870318,130.068653695,130.537234043,70.918009986,21.998103889,12.235784107,86.238057304,0.638157921,0.820705699,25.003213352,360.308510638,279.643617021,87.619691503,14.335104526,30653.343085106,130.585106383,0.041420671,-0.443720427
340,368,91559,248.801630435,23.652544562,129.776994187,130.355978261,72.903672641,22.276859283,12.259355345,87.136574707,0.636254697,0.817887536,25.305576273,353.91576087,277.285326087,87.379661984,14.416266963,31390.779891304,130.467391304,0.01541956,-0.453755392
341,371,91442,246.474393531,23.622319814,129.858306103,129.770889488,72.027720631,22.131264134,12.28012859,86.069697473,0.639125732,0.81836951,25.189076834,358.382749326,277.652291105,86.23769834,14.434037374,31083.819407008,130.369272237,0.055580933,-0.4628114
342,369,89697,243.081300813,23.171531904,128.81772169,128.799457995,71.461741977,22.30737069,12.298148714,83.73425178,0.634501466,0.82398307,25.189484012,353.620596206,275.18699187,86.896242005,14.307203895,30498.135501355,129.368563686,0.008041355,-0.427115661
